sessionID,latinRow,currentRoundNumber,roundFPS,spikeMagnitude,onAimSpikeEnabled,onEnemySpawnSpikeEnabled,onMouseSpikeEnabled,onReloadSpikeEnabled,attributeScalingEnabled,indexArray,time,roundTimer,mouseX,mouseY,playerX,playerY,playerZ,playerRot_w,playerRot_x,playerRot_y,playerRot_z,enemyPos_x,enemyPos_y,enemyPos_z,muzzlePos_x,muzzlePos_y,muzzlePos_z,isEnemyDead,distanceToPlayer,mouseMovedX,mouseMovedY,shotsFiredPerEvent,shotsHitPerEvent,shotsMissedPerEvent,durationOfEvent,durationOfEventIncludingSpikes,spikeCountPerEvent,angularDistanceFromEnemyOnStart,targetTimeOnEnemy
1,1,1,500,1,True,False,False,False,False,0,8/18/2025 10:21:45 AM,20.84196,0,0,1.450173,0.4949999,-3.7,0.9999995,0,-0.001078476,0,6.523324,2.183743,1.199285,2.144459,2.055751,-3.198864,True,7.252014,0,0,1,1,0,1.025288,1.025288,1,21.2282,0.1404278
1,1,1,500,1,True,False,False,False,False,0,8/18/2025 10:21:46 AM,21.60786,0,0,1.450173,0.4949999,-3.7,0.9999994,0,-0.001078489,0,4.825689,1.2,2.432364,1.449011,0.5060999,-3.161401,False,7.035412,0,0,0,0,0,0.7585449,0.7585449,0,13.4436,0
1,1,1,500,1,True,False,False,False,False,0,8/18/2025 10:21:47 AM,22.66475,0,0,1.450173,0.4949999,-3.7,0.9999995,0,-0.00107849,0,2.351418,3.362699,3.242571,1.680521,2.182956,-2.928892,True,7.565397,0,0,1,1,0,1.063608,1.063608,1,39.26304,0.1602351
1,1,1,500,1,True,False,False,False,False,0,8/18/2025 10:21:48 AM,23.35367,0,0,1.450173,0.4949999,-3.7,0.9999995,0,-0.00107849,0,-1.968419,1.2,2.408456,1.449011,0.5060999,-3.161401,False,7.035412,0,0,0,0,0,0.6821935,0.6821935,0,41.95899,0
1,1,1,500,1,True,False,False,False,False,0,8/18/2025 10:21:49 AM,24.07913,0,0,1.450173,0.4949999,-3.7,0.9999995,0,-0.00107849,0,1.560608,0.8811042,2.308277,1.59439,1.903131,-2.800748,True,6.021683,0,0,1,1,0,0.7322847,0.7322847,1,13.81924,0.0723756
1,1,1,500,1,True,False,False,False,False,0,8/18/2025 10:21:49 AM,24.19696,0,0,1.450173,0.4949999,-3.7,0.9999995,0,-0.00107849,0,-0.7742934,1.2,2.937149,1.449011,0.5060999,-3.161401,False,7.035412,0,0,0,0,0,0.1109988,0.1109988,0,13.81924,0
1,1,1,500,1,True,False,False,False,False,0,8/18/2025 10:21:50 AM,25.03159,0,0,1.450173,0.4949999,-3.7,0.9999995,0,-0.00107849,0,-1.248498,1.943584,2.725589,1.238101,2.026709,-2.854434,True,7.118246,0,0,1,1,0,0.8418089,0.8418089,1,28.0378,0.1032953
1,1,1,500,1,True,False,False,False,False,0,8/18/2025 10:21:51 AM,25.97447,0,0,1.450173,0.4949999,-3.7,0.9999995,0,-0.00107849,0,4.597958,1.2,2.552316,1.449011,0.5060999,-3.161401,False,7.035413,0,0,0,0,0,0.9357032,0.9357032,0,28.0378,0
1,1,1,500,1,True,False,False,False,False,0,8/18/2025 10:21:51 AM,26.59023,0,0,1.450173,0.4949999,-3.7,0.9999995,0,-0.00107849,0,-0.658656,2.025188,2.945953,1.449011,0.5060999,-3.161401,False,7.13844,0,0,0,0,0,0.6157667,0.6157667,1,9.569457,0
1,1,1,500,1,True,False,False,False,False,0,8/18/2025 10:21:53 AM,28.08876,0,0,1.450173,0.4949999,-3.7,0.9999994,0,-0.001078494,0,-4.550163,0.7038639,-0.03811312,1.449011,0.5060999,-3.161401,False,7.032572,0,0,2,0,2,1.498527,1.498527,1,42.8594,0.0251568
1,1,1,500,1,True,False,False,False,False,0,8/18/2025 10:21:54 AM,29.64006,0,0,1.450173,0.4949999,-3.7,0.9999994,0,-0.001078498,0,-4.040728,2.426003,0.6975136,0.8929704,2.081285,-3.06098,True,7.294991,0,0,1,1,0,1.558212,1.558212,1,15.98761,0.2193497
